Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery
2670,Italy,"Aromas of mature berry, espresso, exotic spice and a whiff of menthol emerge on this full-bodied red. The palate shows dried black cherry, coconut, licorice and roasted coffee bean alongside fine-grained tannins. This isn't a classic Nebbiolo but it's polished, balanced and will appeal to those who enjoy oak-driven sensations.",Runcot Riserva,90,160.0,Piedmont,Barolo,,Nebbiolo,Elio Grasso
2673,France,"As with Clos de Vougeot in red, every producer needs a Corton-Charlemagne white. Aegerter's contribution is soft, honeyed and warm. It has hints of the concentration proper to this Grand Cru vineyard, allowing for a perfumed, ripe fruit character. It will develop quickly and will be ready to drink from 2017.",,90,238.0,Burgundy,Corton-Charlemagne,,Chardonnay,Jean-Luc and Paul Aegerter
2677,Italy,"Ripe berry, menthol, truffle, leather, cured meat and tobacco aromas come together in the glass. The palate offers mature black cherry, licorice, clove and black pepper alongside fine-grained tannins.",Riserva,90,105.0,Piedmont,Barolo,,Nebbiolo,Marchesi di Barolo
2712,US,"Just four barrels were produced of this reserve, which sports a distinctive black label. The fruit is chunky and scented strongly with cinnamon. Even with extended airing, the wine feels diffuse, and the flavors thin out rather quickly. A bit disappointing given the vintage.",Estate Reserve 4,89,100.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Sokol Blosser
2731,US,"This rich, hearty and ultimately lovely blend of 82% Cabernet Sauvignon, 10% Cabernet Franc and 8% Petit Verdot still needs time to open up. When it does, expect dense and pure aromas of blueberry, black currant, graphite and nose-tickling spice. The palate's intense structure, though shy for now, reveals charred beef, coffee, caramel, black cherry and dried rose flavors. Drink 2019–2030.",Soul of a Lion,96,150.0,California,Adelaida District,Central Coast,Cabernet Sauvignon,Daou
2733,France,"Richly endowed, the wine is beautifully concentrated. Still young it has considerable potential with its rich fruits and firm tannins. There is a strongly juicy aftertaste that brings in the freshness of the year. The wine will age well, and should not be drunk before 2026.",,95,202.0,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château La Mission Haut-Brion
2742,France,This is a powerfully structured wine from a 18-acre property on the plateau of Pomerol. Rich Merlot dominates and gives the wine both its alcohol and its intense tannins and juicy red fruits. The wine is dense with the potential for aging over a considerable time. Drink from 2025.,,95,250.0,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Trotanoy
2749,Italy,"Truffle, leather, forest floor, pipe tobacco and purple flower aromas all come together in this young, balanced Brunello. The palate is taut and chewy, with a nervous tension that offsets its juicy Marasca cherry, raspberry, licorice and clove flavors. Its fresh acidity and polished tannins promise good aging potential. Drink 2020–2032.",Mercatale,95,120.0,Tuscany,Brunello di Montalcino,,Sangiovese,Ridolfi
2754,France,"This is a wine with great balance and elegance as well as richness. With layers of fine dusty tannins it has a warm character that is repeated in the perfumed fruit and juicy acidity. The wine is impressive, likely to age well. Drink from 2024.",,95,165.0,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château la Fleur-Pétrus
2836,Italy,"Charred earth, leafy underbrush, prune marinated in spirits and grilled herbs come together in the glass. The warm, evolved palate shows blackberry jam, dried cherry, licorice and the heat of evident alcohol alongside bracing tannins. Give the tannins a few more years to soften then drink sooner rather than later to capture the remaining fruit.",Vigna del Lago,89,107.0,Tuscany,Brunello di Montalcino,,Sangiovese,Val di Suga
2863,Italy,"Toasted oak, exotic spice and baked black fruit aromas slowly take shape on this structured Merlot. The densely extracted palate delivers coconut, blackberry extract, espresso, anisette and roasted coffee bean alongside rather astringent tannins.",Giorgio Bartholomäus,88,140.0,Tuscany,Toscana,,Merlot,Tenuta Argentiera
2873,US,"A majority of Cabernet Franc combines with 23% Cabernet Sauvignon and 23% Merlot. The result is a dense expression of cherry, strawberry and vanilla, sharp on the tongue in tar and tobacco, the tannins tightly wound.",Contrarian,88,125.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Blackbird Vineyards
3033,Australia,"This Cabernet equivalent to Grange has exploded in price (I remember tasting the 1996 on release when it was $25 per bottle), but there's no questioning the quality. A deep, intense nose of cassis, earth, menthol and cedar is followed by a full, rich palate that's supple without being soft. Brighter notes of red fruit emerge on the lengthy finish, which is dominated by sweet fruit and creamy lactones. Drink 2020–2030, and probably well beyond.",Bin 707,95,500.0,South Australia,South Australia,,Cabernet Sauvignon,Penfolds
3044,Australia,"From vines planted in 1912, this has been an icon of South Australia Shiaz since 1952, when it was first bottled as a single-vineyard wine. Menthol and vanilla notes frame black cherries and cassis on the nose, while the palate reveals supple tannins and meaty, savory complexities. The finish is softly dusty, fine and long. Drink now–2030.",Mount Edelstone Vineyard,95,200.0,South Australia,Eden Valley,,Shiraz,Henschke
3046,France,"This powerful ripe wine has firm tannins that are so well integrated. With acidity and with rich black fruit, the wine is concentrated and dense. From a small parcel on the slope of Saint-Emilion, it is a wine to age for many years. Drink from 2026.",,95,150.0,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Vieux Château Mazerat
3048,Australia,"This rich, opulent wine carries its massive oak load easily, marrying vanilla and toasted coconut notes with ripe plum and black cherry flavors. It's full bodied and plush, with supple tannins supported by the wood. Give it a few years to knit together and drink it 2020–2030.",Les Amis,95,185.0,South Australia,Barossa Valley,,Grenache,Torbreck
3049,France,"A lovely heady note of citrus peel and moss hovers above the crisp apple notes of the nose. The bone-dry palate is taut, streaked with absolute lemon freshness and very, very pure. This is linear and totally toned, majoring in the tart and invigorating end of the citrus spectrum. All the more excitement for us. Notions of wet stone pop up and remain on the palate. This is refreshing now but will absolutely reward patience. Drink from 2020 through 2035.",Kirchberg de Ribeauvillé Grand Cru,95,100.0,Alsace,Alsace,,Riesling,Cave de Ribeauvillé
3059,France,"Ripe and richly fruity, the wine is full bodied with great acidity as well as firm tannins. It will keep for many years. Bold tannins and a fine tension between the fruit and acidity are all promising for the future. Drink this impressive wine from 2025.",,94,120.0,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Pape Clément
3121,Italy,"Weedy underbrush, leather, mature berry and a whiff of cellar floor open. The full-bodied but somewhat evolved palate shows toast, mocha, grilled mushroom and dried black cherry alongside tightly knit tannins. Give the tannins a few years to unwind but then drink sooner rather than later to catch what fruit richness remains.",Gualto Riserva,89,100.0,Tuscany,Brunello di Montalcino,,Sangiovese,Camigliano
3123,Italy,"Aromas that recall sugared plum, espresso, toast and underbrush lead the way on this robust wine. The densely concentrated palate offers stewed prune, vanilla, mocha, coffee and toasted oak alongside grainy tannins that leave a teeth-coating, tongue-drying finish. It's extremely ripe and you'll also detect the warmth of alcohol on close.",Riserva,89,128.0,Tuscany,Brunello di Montalcino,,Sangiovese,Cava d'Onice
3132,Italy,"Toast, truffle, coconut and oak aromas unfold on this robust wine. The densely concentrated palate shows dried black cherry, bitter chocolate and oak-driven spice alongside austere, teeth-coating tannins that leave an astringent finish. It doesn't have quite enough fruit richness to stand up to the oak sensations.",Riserva,89,130.0,Tuscany,Brunello di Montalcino,,Sangiovese,Fossacolle
3219,Germany,"This balances tart red berry and cherry flavors against a backdrop of warm vanilla and spice tones. It's refreshingly crisp on the palate and finishes long, with a spray of green herbs and fine, lingering tannins. Well balanced and elegant in style.",Sommerhalde R GG Erste Lage,89,110.0,Baden,,,Spätburgunder,Huber
3338,US,"This is a soft, complex and floral wine, sourced from an estate vineyard on Westside Road. Black cherry, tangerine and oak reduction make for a bright, brooding combination of medium-bodied lushness and subtle power.",Williams Selyem Estate Vineyard,94,105.0,California,Russian River Valley,Sonoma,Pinot Noir,Williams Selyem
3339,Spain,"An opaque color is a fair warning of what's to come: namely rubbery minerally black-fruit aromas that scream old vines. In the mouth, this blocky Carignan is flush and shows wall-to-wall saturation. Wild aromas of mountain herbs, blueberry and boysenberry finish sinewy and with spicy minerally black-fruit leftovers. Drink through 2023.",Selecció Especial Vinyes Velles,94,105.0,Catalonia,Priorat,,Carignan,Ferrer Bobet
3348,US,"Smoked beef and pork aromas with hints of flint, licorice and black currant show on the nose of this 45% Syrah, 43% Cabernet Sauvignon and 12% Petit Verdot blend. The palate is soft upon entry, growing sticky with robust tannins as it opens, and offering black peppercorn, teriyaki and lavish black cherry flavors. Drink 2019–2033.",Mayote,94,100.0,California,Adelaida District,Central Coast,Red Blend,Daou
3355,France,Layers of black fruits and tight tannins set this wine on a serious road. It has the freshness of the vintage as well as the bright acidity. At the same time it is structured and dense. This second wine of Château Margaux is ripe and ethereal in its lift. Drink from 2024.,Pavillon Rouge du Château Margaux,94,130.0,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Margaux
3450,Italy,"Dense and brooding, this opens with aromas of dried cherry marinated in spirits, cured meat, scorched earth, leather and French oak. The concentrated palate offers black cherry, plum, vanilla, licorice and robust tannins alongside the heat of evident alcohol that throws it off-balance.",Flaccianello della Pieve,89,120.0,Tuscany,Colli della Toscana Centrale,,Sangiovese,Fontodi
3499,US,"Plummy and high-toned in red currant and cranberry, this single-vineyard Cabernet is a stunner. It's balanced and elegant, soft in tannins and well structured. A wine that will improve with age, it also gets better in the glass after opening.",Single Vineyard,90,100.0,California,Yountville,Napa,Cabernet Sauvignon,Ghost Block
3552,Italy,"Funky but not unpleasant aromas of game, scorched earth and cured meat are joined by whiffs of wild berry and leather. The palate shows dried cherry, aniseed, and grilled sage alongside firm, fine-grained tannins. Drink sooner rather than later to enjoy the remaining fruit.",Riserva,89,119.0,Piedmont,Barolo,,Nebbiolo,Borgogno
3553,Italy,"This offers aromas of pressed rose, cherry marinated in spirits, aromatic herb and menthol. The bracing palate shows raw red cherry, clove, white pepper and a hint of mocha while assertive tannins and racy acidity provide the framework. It's still young and aggressively tannic so don't attempt before 2019.",Fossati,89,115.0,Piedmont,Barolo,,Nebbiolo,Borgogno
